X1=	4.13916066211083e21
X2=	2.930247785853869e21
X3=	-1.0112954564555324e13
X4=	0.025019539576716918
X5=	0.025019539576716918
X6=	-0.03521879838138731
X7=	0.024679332830574382
X8=	0.03097573155066576
X9=	-0.021857066414342294
X10=	-0.02394026271719968
X11=	0.028126960222312293
X12=	1.5315954904389553e14
X13=	6.886106670317633e13
X14=	1.0819108729320857e-23
X15=	0.0001033495824330001
X16=	-0.004051083194661235
X17=	0.016466830563470036
X18=	0.004045445364159739
X19=	-0.0058540007500451074
X20=	0.010295545677101349
X21=	0.2542676067453026
X22=	0.2542676067453016
X23=	878.4832876508208
X24=	0.1593537720418585
X25=	0.06874309599011309
X26=	0.14129438448230167
X27=	-0.041732393980161736
X28=	9126.567723324928
X29=	-1571.8798397772193
X30=	-5.193793387213719e-15
X31=	-0.0002056240923399101
X32=	0.000058245513139084604
X33=	0.22924806716858565
X34=	0.03497793401217657
X35=	0.2894864051266889
X36=	-0.024679332830574382
X37=	0.14368671479316317
X38=	0.07183741376304746
X39=	0.14513776875538498
X40=	-0.05517070081735875
X41=	-5.047139708828986e-6
X42=	0.23652163713710958
X43=	0.03497793401217657
X44=	0.29675997509521285
X45=	-0.024679332830574382
X46=	0.1447505199764138
